,type,speaker,content,side,icon,condition,condition_setting
175,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/unnamed.jpg,,,delay,0
176,info,,วิหารเป็นส่วนหนึ่งของวัดเชียงมั่น ด้านในของวิหาร มีภาพจิตรกรรมฝาผนังเขียนสีทองบนพื้นเเดงบอกเล่าเรื่องราวการสร้างเมืองเเละวัดของพระญามังราย เวียงกุมกามเเละเมืองเชียงใหม่  มี 16 ภาพเเต่ละภาพจะมีคำบรรยายอยู่ด้านล่าง,,,delay,0
177,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200131_141624.jpg,,,delay,0
178,info,,ในข้อความใต้รูปนี้ มีการทำบุญสรงน้ำ ถวายทาน การละเล่น เเล้วยังมีอะไรอีก (วิธีการตอบ) (คำตอบมีสองพยางค์),,,answered,ฟ้อนรำ
179,info,,"ทุกปีเมื่อถึงวันแรม 13 คํ่าเดือน 6 เหนือ ไปจนถึงวันขึ้น 1 คํ่าเดือน 7 เหนือ จะมีประเพณีนมัสการและสรงนํ้าพระเสตังคมณี หรือ พระแก้วขาว ในทุกปีเมื่อถึงช่วงสงกรานต์ หรือ ประเพณีปี๋ใหม่เมือง ทางวัดจึงได้อัญเชิญพระพุทธรูปสำคัญทั้งสององค์ออกมาให้ชาวเมืองได้สรงนํ้า โดยเฉพาะพระแก้วขาวได้ชื่อว่าเป็นพระพุทธรูปที่นับถือกันว่ามีความศักดิ์สิทธิ์ สามารถคุ้มครองป้องกันอันตรายและอำนวยความสุขสวัสดิ์มงคลแก่ผู้ที่เคารพศรัทธา (สนใจอ่านต่อ) <a target=""_blank"" href=""https://www.chiangmainews.co.th/page/archives/557193"">อ้างอิง</a>",,,delay,
180,chat,ผู้มีพระคุณ,เเต่ตามตำนานตอนผมเด็ก ๆ เล่าว่า เมื่อพระโคตมพุทธเจ้าปรินิพพานไปได้ 7 ปี 7 เดือน กับ 7 วัน,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
181,chat,ผู้มีพระคุณ,พระเจ้าอาชาตศัตตุราช ผู้ครองนครราชคฤห์ ต้องการสร้างพระพุทธรูปขึ้นมา,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
182,chat,ผู้มีพระคุณ,ทรงให้นำเอาหินอ่อนจากท้องมหาสมุทรมาสร้างพระพุทธรูปปางโปรดช้างนาฬาคีฬี,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
183,chat,ผู้มีพระคุณ,ขณะเสด็จบิณฑบาตรในเวียงราชคฤห์ โดยมีรูปช้างนาฬาคีฬีนอนหมอบอยู่ทางขวา และรูปพระอานนท์ถือบาตรอยู่ทางซ้าย,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
184,chat,ผู้มีพระคุณ,ทรงให้สร้างรูปทั้งสามนั้นในหน้าหินลูกเดียวกัน,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
185,chat,ผู้มีพระคุณ,เมื่อสร้างพระพุทธรูปเสร็จ พระเจ้าอาชาตศัตตุราชาและพระอรหันต์เจ้าทั้งหลายพร้อมใจกันตั้งจิตอธิฐานกล่าวคำอาราธนาพระบรมสารีริกธาตุ 7 พระองค์,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
186,chat,ผู้มีพระคุณ,ให้เสด็จเข้าสถิตย์ในองค์พระพุทธรูปศีลา,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
187,chat,ผู้มีพระคุณ,เมื่อพระบรมสารีริกธาตุทั้ง 7 พระองค์สถิตย์ตั้งอยู่ในองค์พระศีลาแล้ว,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
188,chat,ผู้มีพระคุณ,พระศีลาก็สำแดงอิทธิฤทธิ์ลอยขึ้นไปในอากาศ พระเจ้าอาชาตศัตตุราชเห็นเป็นอัศจรรย์ จึงประดิษฐานพระศีลาในเงื้อมเขาสูง,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
189,chat,ผู้มีพระคุณ,และทำแท่นบูชาไว้ข้างล่างสำหรับผู้ที่ต้องการมาทำการสักการบูชา,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,pressed,
190,chat,คุณ,พระศีลาลอยขึ้นไปในอากาศงั้นหรือ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
191,chat,คุณ,รู้สึกว่าเรื่องที่เราเห็นเเสงออกมาจากพระศิลาดูเบาไปเลย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
192,chat,ผู้มีพระคุณ,หลังจากนั้น พระเถรเจ้า 3 องค์ ที่มีชื่อว่า สีระวังโส เรวะโต และญานคัมภีระเถระ ก็พากันไปนมัสการพระศีลาที่เงื้อมเขา,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
193,chat,ผู้มีพระคุณ,และได้ขออาราธนาพระองค์เสด็จโปรดมหาชนในประเทศบ้านเมืองที่ไกลบ้าง,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,pressed,
194,chat,คุณ,พระเถระเจ้าทั้ง 3 องค์เลยขออนุญาตพระเจ้าอาชาตศัตตุราชนำพระศีลาไปยังเมืองหริภุญไชยสินะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
195,chat,คุณ,เมื่อพระเถระเจ้าทั้ง 3 องค์มาถึงเมืองนคร (ลำปาง) ก็อัญเชิญพระศีลาเจ้าประดิษฐานไว้ในเมืองนั้น เพื่อเป็นที่สักการบูชาของประชาชนชาวเมืองเป็นเวลาหลายสมัย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
196,chat,คุณ,พอพระเถระเจ้าทั้ง 3 องค์มาถึงเมืองนคร (ลำปาง) ก็อัญเชิญพระศีลาเข้าประดิษฐานไว้ในเมืองนั้น เพื่อเป็นที่สักการบูชาของประชาชนชาวเมืองเป็นเวลาหลายสมัย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
197,chat,คุณ,เเต่หลังจากนั้น...,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
198,chat,ผู้มีพระคุณ,หลังจากนั้นผมก็ไม่รู้,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,pressed,
199,chat,คุณ,สิ่งที่ผู้มีพระคุณเล่าคือตำนาน เเต่สิ่งที่เรารู้คือ...,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
200,chat,คุณ,พอสมัยพระเจ้าติโลกราช ครองเมืองเชียงใหม่,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
201,chat,คุณ,มีรับสั่งให้เชิญพระศีลามาประดิษฐานไว้ ที่เชียงใหม่ โดยประดิษฐานไว้ที่วัดป่าแดง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
202,chat,คุณ,วัดหมื่นสาร,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
203,chat,คุณ,วัดสวนดอก ตามลำดับ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
204,chat,คุณ,ในปีมะแม จุลศักราช 837 (พ.ศ. 2019) ทรงเชิญพระศีลามาประดิษฐานในหอพระแก้ว ในพระราชวังของพระองค์,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
205,chat,คุณ,จนถึงเทศกาลอันสมควรก็กระทำพิธีสักการบูชาสระสรงสมโภชพระแก้วและพระศีลาเป็นงานประจำปี ถ้าปีใดบ้านเมืองแห้งแล้งฝนไม่ตกต้องตามฤดูกาล,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
206,chat,คุณ,ก็ทรงให้จัดการทำพิธีขอฝน สระสรงองค์พระศีลา,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
207,chat,คุณ,พอสิ้นรัชสมัยพระเจ้าติโลกราช พระราชบุตร พระราชนัดดาได้เสวยราชสมบัติ ก็ทรงดำเนินตามราชประเพณีสืบๆกันมา,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
208,chat,ผู้มีพระคุณ,เเล้วนำพระศีลามาจากที่ไหน ผมสงสัยมาก,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,
209,chat,ผู้มีพระคุณ,ตั้งเเต่เกิดมาผมยังไม่เคยเห็นพระศิลาเลย เเต่คุณกลับ... เอามา...,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,0
210,info,,คุณพยามหลีกเลี่ยงคำถามนี้ เพราะถ้าจะบอกว่าหยิบมา ก็คงดูไม่ดีนัก,,,pressed,
211,chat,คุณ,พระเเก้วขาวเข้าฝันนะ ฮ่า ๆ ๆ ท่านบอกว่ามีเพื่อนต้องการความช่วยเหลือ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
212,chat,ผู้มีพระคุณ,พระศิลาคือเพื่อนหรือ??,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,pressed,
213,chat,คุณ,ฮ่า ๆ ๆใช่... ขนาดงานสรงน้ำพระ พระเสตังคมณีและพระศิลา ยังออกมาด้วยกันเลย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
214,chat,ผู้มีพระคุณ,ผมไม่เคยได้ยินเรื่องนี้นะ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,pressed,
215,chat,คุณ,เป็นงานประจำปีของชาวเชียงใหม่ ในปัจจุบันนะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
216,chat,ผู้มีพระคุณ,...,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,delay,0
217,info,,คุณเริ่มเปลี่ยนเรื่องคุยทันที,,,pressed,
218,chat,คุณ,คุณช่วยผมไว้หลายครั้งเเล้ว ผมอยากตอบเเทน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
219,chat,ผู้มีพระคุณ,งั้นผมขอสองอย่าง อย่างเเรก ผมขอกระบอกไม้ไผ่ที่อยู่ในมือคุณ ข้อสองผมอยากให้คุณอย่ากลับมาอีก,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%8A%E0%B8%B2%E0%B8%A2.png,pressed,
220,chat,คุณ,ข้อสองพอเข้าใจ ทำให้ได้,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
221,chat,คุณ,เเต่ข้อเเรก สิริ เป็นของหน่อย TS หน่วยนี้ให้ความสำคัญกับการรักษาความลับของหน่วย เเถมนี้เป็นของจากอนาคต อาจทำให้อดีตเเปรปรวน เราอาจลำบากได้ เเล้วเขาก็เป็นใครไม่รู้อาจเป็นกบฏที่ปลอมตัวมาก็ได้,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
222,info,,คุณชั่งใจอยู่นาน ก็คิดได้,,,pressed,
223,chat,คุณ,เอาไปเถอะลุง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
224,info,,ดูเหมือนจะมีบางอย่างอยู่เหนือเหตุผลของคุณนะ,,,delay,
225,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/1%20-%20%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%A1%E0%B8%B5%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%84%E0%B8%B8%E0%B8%93.jpg,,,delay,0
226,info,,คุณออกมาจากกระท่อมกลางป่าหลังนั้น,,,pressed,
227,chat,คุณ,เหมือนเรื่องที่พระศิลามีเเสดงออกมาไม่เกี่ยวกับข้อมูลที่ได้มาเลย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
228,chat,คุณ,ต้องมีบางอย่างผิดปกติ ไม่เเน่อาจเป็นสิ่งที่นักวิทย์ทำไว,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
229,chat,คุณ,หยุดนะ!!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
230,info,,ในวินาทีที่คุณเดินเข้าวัดเชียงมั่น คุณก็เห็นนักวิทย์พยายามเเกะเครื่อง TMCเเต่ด้วยความตกใจของคุณ ทำให้นักวิทย์รู้ตัวเเละกำลังจะใช้เครื่อง TMCหายไป,,,delay,0
231,info,,เมื่อคุณเห็นเเบบนั้นเลยวิ่งเข้าไปจับบ่าของนักวิทย์เต็มเเรง เเละวินาทีนั้นนักวิทย์กดใช้เครื่องพอดี พวกคุณเลยหายไปที่ไหนสักเเห่งด้วยกัน,,,pressed,
232,chat,คุณ,ที่นี่มันที่ไหน ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
233,info,,ตอนนี้เบื่องหน้าคุณมีเเต่หญ้าสุดลูกหูลูกตา,,,pressed,
234,chat,คุณ,เมื่อกี้เรากับนักวิทย์คนนั้นอยู่ที่ไหนกัน ตรงนั้นไม่ว่ามองไปทางไหนก็มีเเต่สีขาว ลมก็เเรง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
235,chat,คุณ,เเล้วก็...ตัวเราไม่รู้สึกอะไรเลย เหมือนอยู่บนอวกาศแน่ะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
236,info,,มีภารกิจส่งมาจากหน่วย TS,,,delay,0
237,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/unnamed.jpg,,,delay,0
238,info,,วิหารเป็นส่วนหนึ่งของวัดเชียงมั่น ด้านในของวิหาร มีภาพจิตรกรรมฝาผนังเขียนสีทองบนพื้นเเดงบอกเล่าเรื่องราวการสร้างเมืองเเละวัดของพระญามังราย เวียงกุมกามเเละเมืองเชียงใหม่  มี 16 ภาพเเต่ละภาพจะมีคำบรรยายอยู่ด้านล่าง,,,delay,0
239,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200131_141702.jpg,,,delay,0
240,info,,เมืองที่โดนไฟเผาชื่อว่าเมืองอะไร? (วิธีการตอบ) เมือง...,,,answered,หริภุญไชย
241,info,,"จริงไหมที่พระญามังรายเคยเผาเมืองหริภุญไชย เป็นประเด็นที่มีคนถามกันบ่อยครั้ง ถ้าคุณอยากรู้คำตอบก็ลองเข้ามาใน (<a target=""_blank"" href=""https://www.matichonweekly.com/culture/article_26984"">อ้างอิง</a>) ดูสิ",,,delay,
242,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/2%20-%20%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B8%9E%E0%B8%81%E0%B8%A5%E0%B8%B8%E0%B9%88%E0%B8%A1%E0%B8%81%E0%B8%9A%E0%B8%8F.jpg,,,pressed,
243,chat,คุณ,มีคนยืนเฝ้าหน้าประตู เเละจะเปลี่ยนเวรกันทุก ๆ หนึ่งชั่วโมงอย่างต่อเนื่อง เราคงออกไปได้ยาก,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
244,chat,คุณ,เลือกที่ตกได้ดีจริง ๆ เลยนะเรา,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
245,info,,มีคนถืออาวุธกลุ่มหนึ่งวิ่งมาทางคุณ คุณเลยต้องรีบซ่อนตัว,,,pressed,
246,chat,คุณ,ทำยังไงดี พวกนั้นดันมาหยุดคุยกันตรงนี้ เราไปไหนไม่ได้เลย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
247,chat,คุณ,ตรงนี้มันมุมอับนะ เดินต่อสิโวย!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
248,info,,คุณหันไปมองอาคารฝั่งตรงข้าม คุณต้องไปตรงนั้นให้ได้,,,pressed,
249,chat,คุณ,1..2..3! ไป,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
250,info,,ฉันอยู่นี้! ๆๆๆ,,,delay,0
251,info,,"คุณพึ่งเหยียบตุ๊กตาน่ารักที่มีเสียง ""ฉันอยู่นี่! ๆๆๆ""",,,delay,0
252,info,,ในตอนนั้นคนถืออาวุธก็หันมามองคุณพร้อมกัน คนหนึ่งยิ้มให้ คนหนึ่งกัดเเอปเปิล คนหนึ่ง จับอาวุธ พวกเขาไล่ยิงคุณเเต่คุณก็หลบได้ทุกลูก,,,delay,
253,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/4%20-%20%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B9%84%E0%B8%81%E0%B8%9B%E0%B8%B7%E0%B8%99.jpg,,,pressed,
254,chat,คุณ,พระเอกก็งี้หลบได้ทุกลูก,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
255,chat,คุณ,เเต่ไม่น่าเชื่อ ผู้ชายที่นี่เขาจะนิยมเล่นตุ๊กตาหน้าตาน่ารักเเบบนั้นกัน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
256,info,,ในที่สุดคุณก็หนีออกมาจากการไล่ล่าได้ เเต่ตอนนี้คุณคงเคลื่อนไหวลำบาก เพราะพวกเขาเพิ่มระบบรักษาความปลอดภัยมากขึ้น,,,delay,0
257,info,,คุณได้เเต่หลบอยู่หลังอาคาร เเต่ก็มีเสียงที่คุ้นเคยออกมาจากหน้าต่างบนหัวคุณ,,,delay,
258,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/2%20-%20%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B9%8C.jpg,,,pressed,
259,chat,คุณ,ทำไม นักวิทย์กับเหนือถืออยู่กันสองคนในห้อง ดูสนิทสนมกันดีนี่,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
260,info,,มีภารกิจส่งมาจากหน่วย TS,,,delay,0
261,info,,เปลี่ยนสถานที่ คราวนี้เราจะให้คุณไปวิหารอีกวิหารหนึ่งที่อยู่ด้านข้าง ในนั้นจะมีพระพุทธรูปอยู่ในกรงเหล็กสององค์ องค์หนึ่งคือพระเเก้วขาว เเต่อีกองค์ที่อยู่ไกล้ ๆ คือ...,,,delay,0
262,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200131_113101.jpg,,,delay,0
263,info,,"คำตอบอยู่ในวิหารนี้ โดยคำสั่งของคุณคือ ""พระพุทธรูปที่อยู่ด้านข้าง องค์พระเเก้วขาว มีชื่อว่าอะไร?"" (วิธีการตอบ) คำตอบมี 3 พยางค์",,,answered,พระศิรา
264,info,,ใช่! คุณตอบถูกเเต่มันยังไม่หมดเท่านี่นะ คุณเดินออกมาด้านนอกสิ ตรงที่มีรูปวาดพระเเก้วขาวอยู่ที่ฝาผนัง,,,delay,0
265,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/IMG_20200131_112225.jpg,,,delay,0
266,info,,ด้านล่างรูปจะมีข้อมูลที่เกี่ยวกับพระเเก้วขาวเเละพระศิรา หลังจากที่คุณอ่านเเล้วอาจเข้าใจความเป็นพระศิรา (พระศิลา) เพิ่มขึ้นนะ ข้อมูลหลังจากนี้เเล้วเเต่ความสมัครใจของผู้เล่น เเต่เราเเนะนำให้อ่านเถอะมันสั้นนิดเดียว..เอง,,,pressed,
267,chat,คุณ,นี้มันเป็นเพื่อนหน่วยกับเราจริง ๆ ใช่มัย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
268,chat,คุณ,ก็ว่าอยู่คน ๆ นี้ไม่น่าไว้ใจตั้งเเต่เเรกที่เจอเเล้ว….,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
269,info,,คุณยังพูดไม่จบประโยชน์ก็มีบางอย่างจับบ่าคุณจากด้านหลัง,,,delay,
270,chat,เหนือ,มาไกลเลยนี้คู่หู พรมลิขิตมีจริงด้วยนะ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
271,chat,คุณ,นี่! คุณมาอยู่นี้ได้ยังไง,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
272,chat,คุณ,เเล้วเอามือออกจากไหล่ผมด้วย,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
273,chat,คุณ,อีกอย่างผมไม่ใช่คู่หูของคุณ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
274,chat,คุณ,เอ้? เเต่เดียวนะเมื่อกี้คุณอยู่ด้านในนี่ เเล้วทำไม...,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
275,chat,เหนือ,ดู กว่านายจะรู้ตัว,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
276,chat,เหนือ,จริง ๆ ก็ไม่ได้ยากอะไรนี่,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
277,chat,คุณ,หะ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
278,chat,เหนือ,ดูนี้นะ ตอนนี้มีทหาร 1 คนกำลังเดินมาทางนี้ นายเเค่...,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
279,chat,เหนือ,จับคอเสื้อ เเล้วทำให้เขาสลบ เเบบนี้!,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
280,chat,คุณ,รู้ไหมคุณมันป่าเถื่อน,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
281,info,,เหนือยื่นบางอย่างให้กับคุณ,,,delay,
282,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/81949196_1900306610115527_4390763401916186624_n.png,,,pressed,
283,chat,คุณ,นี่มันสเปรย์พริกไทยชัด ๆ,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
284,info,,เขาหยิบสิ่งที่คุณเรียกว่าสเปรย์พริกไทยมาจากมือคุณ เเล้วยิงเเสงออกมา เเสงนั้นไล่จากหัวลงมาถึงเท้าของทหารผู้เคราะร้าย ไม่น่าเชื่อเหนือหน้าตาเหมือนทหารคนนั้น เหมือนกับมองกระจกเลย,,,pressed,
285,chat,คุณ,ทำไมคุณ..,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
286,chat,เหนือ,ต่อไปก็ตาคุณ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,0
287,info,,คุณกลัวว่าจะทำเเบบนั้นไม่ได้ เลยเดินหนี,,,pressed,
288,chat,คุณ,นี้คุณจะเลิกเดินตามผมสักทีได้ไหม,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
289,chat,คุณ,ผมเเค่ไม่อยากทำร้ายใคร,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
290,info,,อยู่ ๆ เหนือก็ดึงคุณ เข้ามา,,,pressed,
291,chat,คุณ,อะไรของคุณอีก,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
292,chat,เหนือ,เงียบ! มีคนเดินมา,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
293,chat,คุณ,คุณจะหูดีไปละไหม,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,
294,chat,เหนือ,ก็บอกว่าเงียบก่อนไง,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
295,chat,คุณ,...,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
296,chat,คุณ,1..2..3!,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,delay,0
297,info,,คุณกระโจนออกไป พร้อมเครื่องจดจำล่าง,,,delay,
298,info_,,https://storage.googleapis.com/ancestral-lens.appspot.com/2%20-%20%E0%B9%81%E0%B8%9B%E0%B8%A5%E0%B8%87%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99%E0%B8%9C%E0%B8%8D.jpg,,,delay,
299,chat,เหนือ,นายมันโครคโชคดีเลย ฮ่า ๆ ๆเป็นผู้หญิงหุ่น x เเบบที่ฉันชอบเลย,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
300,chat,เหนือ,ถ้าเพื่อนหน่วยเรามีคนสวย ๆ ที่เป็นเเบบนาย,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
301,chat,เหนือ,ฉันคง...,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,delay,
302,chat,เหนือ,นายต้องอยู่ในร่างนี้จนถึงพรุ่งนี้เลยละ,left,https://storage.googleapis.com/ancestral-lens.appspot.com/%E0%B8%84%E0%B8%B9%E0%B9%88%E0%B8%AB%E0%B8%B9.png,pressed,
303,chat,คุณ,คุณพึ่งตบตูดผม เเล้วมองผมด้วยสายตาอันตรายเเบบนี้,right,https://storage.googleapis.com/ancestral-lens.appspot.com/CC_20200131_011018.png,pressed,
